conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1844259453010600369,Fri Oct 11 09:26:17 +0000 2024,0,@vaniepink Inilah hebatnya komedian Ngasih kritikan menohok tanpa membuat org tersinggung Acak2 terus bang Komeng Kelakuan2 ajaib dewan bs diruntuhin dgn diketawain,1844670849225290225,,vaniepink,in,,0,0,0,https://x.com/WJ4l4l/status/1844670849225290225,1818222937201328128,WJ4l4l
1844377699374203234,Fri Oct 11 09:25:56 +0000 2024,0,@kegblgnunfaedh Please bgt bang komeng sehat terus bersuara terus bang kita dukung abang jangan takut banyak yg lindungi abang,1844670759697809526,,kegblgnunfaedh,in,,0,0,0,https://x.com/jinggaline/status/1844670759697809526,1327243604495007745,jinggaline
1844669986725679365,Fri Oct 11 09:22:51 +0000 2024,7,ini kurang ajar sih alasannya. kalo dia butuh hiburan nonton salma aja lah. siapa yang suruh nyari hiburan malah masuk dprd? astaga ngeliat mereka memperlakukan komeng aku ngerti kenapa kita ga maju maju,1844669986725679365,,,in,afh iyh,0,0,2,https://x.com/newacctaken/status/1844669986725679365,1457123554856607744,newacctaken
1844669870463668282,Fri Oct 11 09:22:24 +0000 2024,0,itu yg ada disana kenapa pada hahahihi kocak padahal si komeng bener itu.,1844669870463668282,,,in,,0,0,0,https://x.com/adrianafoxz/status/1844669870463668282,866962498519416832,adrianafoxz
1844669730810216763,Fri Oct 11 09:21:50 +0000 2024,0,Knp ketawaaaaa aku jd komeng pasti kesel klo digituin,1844669730810216763,,,in,unlabeled ,0,0,0,https://x.com/tripelblu/status/1844669730810216763,1723164855790977024,tripelblu
1844669620319568212,Fri Oct 11 09:21:24 +0000 2024,0,Ini Ketua Dewan DPD Bego ! Si Komeng Mau Memperjuangkan Bukan Untuk Melawak !,1844669620319568212,,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/WongDes90513142/status/1844669620319568212,1241734809182859264,WongDes90513142
1844377699374203234,Fri Oct 11 09:20:33 +0000 2024,0,@kegblgnunfaedh Dikira cuman komeng aja itu Bahlil yg jago ngelawak jg ditempatkan di esdm,1844669406451745128,,kegblgnunfaedh,in,,0,0,0,https://x.com/PikiranRayap/status/1844669406451745128,1745117893631852544,PikiranRayap
1844347587928916061,Fri Oct 11 09:19:31 +0000 2024,0,@Heraloebss Itu namanya siapa yg bilng biar dikomisi II biar bs menghibur bisakah kita serang Akunnya kyk wasit Oman yg ngerugiin Timnas smlm..? Catet namanya kyk wkt pemilihan pileg DPD 2024 dia dpt suara terbanyak aja.. shrusnya Komeng yg jdi Ketua DPD RI. Bego tuh orang.. TOLOL,1844669145734087148,,Heraloebss,in,"Tangerang, Indonesia",0,0,0,https://x.com/marly_gun/status/1844669145734087148,1570917480981491712,marly_gun
1844347587928916061,Fri Oct 11 09:15:51 +0000 2024,0,@Heraloebss Dari info yg saya dengar saat memutuskan penempatan Anggota DPD di Komisi berapa... hanya 3 cewek yg jadi Anggota DPD Jabar yang rapat internal bagi-bagi alat kelengkapan dewan sesuai maunya mereka tanpa ngelibatin Komeng. Kasian banget dikadalin temen2 se provi sinya ‍️,1844668223113101373,,Heraloebss,in,"Gangnam-gu, Republic of Korea",0,0,0,https://x.com/UpikLucifer/status/1844668223113101373,18550471,UpikLucifer
1844668149616214204,Fri Oct 11 09:15:33 +0000 2024,110,Anggota DPD RI Komite II Afriansyah atau akrab disapa Komeng mempertanyakan penempatannya di Komite II yang membidangi pengelolaan sumber daya alam dan ekonomi Kamis (10/10/2024) dalam Rapat Paripurna DPD RI. Ia kebingungan lantaran tidak memiliki latar belakang di bidang https://t.co/k1sp7nv4be,1844668149616214204,https://pbs.twimg.com/amplify_video_thumb/1844667654734577664/img/vTrFJd3L1QbbJZU0.jpg,,in,,19,62,37,https://x.com/NarasiNewsroom/status/1844668149616214204,1158355819512991747,NarasiNewsroom
1844585014530539628,Fri Oct 11 09:14:25 +0000 2024,0,@VIVAcoid Welcome bang komeng...welcome to the jungle wkwkkw,1844667862906290213,,VIVAcoid,in,Samping Colokan,0,0,0,https://x.com/dpf111/status/1844667862906290213,874266428248961025,dpf111
1844667222620524822,Fri Oct 11 09:11:52 +0000 2024,0,Hadeh orang mau kerja disuruh menghibur Komeng Diminta Tetap di Komite II DPD RI: Biar Ada Hiburan! https://t.co/YcgRedmzOe,1844667222620524822,,,in,"Lombok, Indonesia",0,0,0,https://x.com/Izzuddin_M/status/1844667222620524822,4826074933,Izzuddin_M
1844667153192243667,Fri Oct 11 09:11:36 +0000 2024,0,Padahal Komeng dari awal udah bilang masuk DPD supaya bisa memajukan seni dan budaya,1844667153192243667,,,in,ID,0,0,0,https://x.com/aikon131/status/1844667153192243667,942698419,aikon131
1844667001324855590,Fri Oct 11 09:11:00 +0000 2024,0,Komeng Protes Bingung Dapat Tugas di Komite II DPD RI https://t.co/ou03yY9ajD #dpdri #komeng #komisiIIDPD,1844667001324855590,,,in,Jakarta Capital Region,0,0,0,https://x.com/Ketitik_ai/status/1844667001324855590,1538540255304790017,Ketitik_ai
1844011983466827898,Fri Oct 11 09:10:13 +0000 2024,0,@KompasTV Wkwkwk lawan komeng lebih pas!,1844666807568736764,,KompasTV,in,"Banten, Indonesia",0,0,0,https://x.com/timhtb/status/1844666807568736764,732367446246465536,timhtb
1844574448885825717,Fri Oct 11 08:48:45 +0000 2024,0,@tempodotco Komeng ini senator dengan jumlah Vote terbanyak kalo ditempatkan dtempat sebenrnya tambak populer belum lagi kalo bener2 kerja takutny kalo dah kerja ada pundi2 seseorang terganggu ,1844661403082436952,,tempodotco,in,"Denpasar Selatan, Indonesia",0,0,0,https://x.com/AhmadTonoaditya/status/1844661403082436952,3068647951,AhmadTonoaditya
1844347587928916061,Fri Oct 11 08:43:11 +0000 2024,0,@Heraloebss Anehnya yg ngomong; ditempatkan di komisi 2 spy byk hiburan Moral of the story; urusan negara penempatannya utk hiburan Bang Komeng; salut krn ingin ada di komite yg sesuai dg keahliannya.. Penonton; oh gini penempatannya pantesan suka nggak gercep paham yak ,1844660002671284671,,Heraloebss,in,here in planet earth ,0,0,0,https://x.com/YaniZhu/status/1844660002671284671,59021200,YaniZhu
1844574448885825717,Fri Oct 11 08:42:59 +0000 2024,3,@tempodotco Kalo bukan bidangnya napa juga maksain...apa gunanya duduk disitu..gak malu makan gaji buta...kalo punya malu ..om komeng angkat kaki saja..ini namanya berjiwa besar..kereeen lo om...,1844659951807193493,,tempodotco,in,"Sumatera Barat, Indonesia",0,4,0,https://x.com/amelkoto/status/1844659951807193493,1085000674079694848,amelkoto
1844347587928916061,Fri Oct 11 08:40:00 +0000 2024,0,@Heraloebss Respect baru liat komeng mode serius.,1844659203677241452,,rchmnal16,in,,0,0,0,https://x.com/rchmnal16/status/1844659203677241452,1381739086675730433,rchmnal16
1844377699374203234,Fri Oct 11 08:37:45 +0000 2024,0,@kegblgnunfaedh bng komeng masuk kekandang para pelawak yang sebenarnya,1844658634518888735,,kegblgnunfaedh,in,,0,0,0,https://x.com/ajibxf1/status/1844658634518888735,2559420829,ajibxf1
1844658519586324961,Fri Oct 11 08:37:17 +0000 2024,3,Calon gubernur Pramono Anung menghadiri pertemuan dengan Komunitas Gerakan Mahasiswa Kristen Indonesia (GMKI) Medan di Yayasan Komunikasi Indonesia Matraman Kota Jakarta Timur Jumat (11/10). #JakartaMenyala El Klemer FIFA RCTI Shayne Nathan Arab Ahmed Al Kaf Komeng https://t.co/S8iskkmuDh,1844658519586324961,https://pbs.twimg.com/media/GZmLJRzbAAAfzCT.jpg,,in,Indonesia,0,2,3,https://x.com/Ranisor_6/status/1844658519586324961,1438169862354866180,Ranisor_6
1844647332048199691,Fri Oct 11 08:36:30 +0000 2024,1,@Bisniscom dr sini sdh paham INDONESIA lambat krn diurus bukan yg ahlinya. Bang Komeng posisi sdh benar dan sadar diri. Cuma pimpinan arogan dan seperti memaksakan kehendak terhadap anggota dewan. Padahal Indonesia butuh percepatan &amp; akselerasi yg baik u/ mengejar ketertinggalan di Asia.,1844658320461922542,,Bisniscom,in,𝓐𝓶𝓪𝓻𝓽𝓪,0,0,0,https://x.com/Toean_moeda101/status/1844658320461922542,1603307382364606465,Toean_moeda101
1844181520711549308,Fri Oct 11 08:34:14 +0000 2024,0,@PolJokesID ya bener itu yg rekam minta poto bang komeng jawab ga bawa poto ,1844657750552244351,,PolJokesID,in,Jakarta Capital Region,0,0,0,https://x.com/KyRizky270/status/1844657750552244351,560040530,KyRizky270
1844317913697878350,Fri Oct 11 08:33:12 +0000 2024,0,@ardianpancaa Emang kerja DPD cuma ngurusin seniman aza. Emang Komeng jadi anggota DPD buat ngelawak aza. Jangan cuma mau duit dan fasilitas aza. Harus mau memperjuangkan seluruh hak rakyat khusus dari dapil Jawa Barat. Belajar lagi yach tentang ilmu berbangsa dan bernegara.,1844657489889132764,,ardianpancaa,in,,5,18,0,https://x.com/Rahman331968/status/1844657489889132764,1121999077338566657,Rahman331968
1844377699374203234,Fri Oct 11 08:32:22 +0000 2024,0,@kegblgnunfaedh Liat biasa bang komeng betul pak jgn mau ditempatkan ngasal. Tugas dewan wakil rakyat itu kan harus jelas profesional nya,1844657280299810936,,kegblgnunfaedh,in,,0,0,0,https://x.com/YOGIBUDIHARTO/status/1844657280299810936,849234920,YOGIBUDIHARTO
1844656958168576503,Fri Oct 11 08:31:05 +0000 2024,0,Dari bang Komeng ini kita jadi paham bahwa ....,1844656958168576503,,,in,Kota Semarang,0,0,0,https://x.com/kecubunghijau__/status/1844656958168576503,1835554570426281985,kecubunghijau__
1844377699374203234,Fri Oct 11 08:30:51 +0000 2024,0,@kegblgnunfaedh Tolong lah jangan vokus ke komeng liat ketua tolol yang dengan lantang bilang komite 2 butuh hiburan,1844656899373056032,,kegblgnunfaedh,in,Hell,0,0,0,https://x.com/zizwrld/status/1844656899373056032,1295204636501057536,zizwrld
1844656650185294077,Fri Oct 11 08:29:52 +0000 2024,30,Protes Ditugasi Urus Pertanian Takut Disemprot Emak-Emak di Dapilnya Komeng: Mulutnya Paling Sakti di Dunia https://t.co/v3IJAJczY8,1844656650185294077,,,in,,0,2,24,https://x.com/OposisiCerdas/status/1844656650185294077,887743587579944960,OposisiCerdas
1844377699374203234,Fri Oct 11 08:29:06 +0000 2024,0,@djodaaay @kegblgnunfaedh Bego aja yg milih ngapain pilih Komeng yg gak mampu ditugaskan dimana saja bidang nya tugas yg plng uhuyyy di kehewanan monyet biar ber uhuy uhuy Komeng.,1844656457800876318,,djodaaay,in,,0,1,0,https://x.com/e_eboy234567/status/1844656457800876318,1488458443615006725,e_eboy234567
1844377699374203234,Fri Oct 11 08:28:22 +0000 2024,0,@kegblgnunfaedh Kita perlu komeng komeng lain di dpr sana agar semua sadar!!,1844656273633182197,,kegblgnunfaedh,in,Indonesia,0,0,0,https://x.com/OxBrodi_/status/1844656273633182197,564297770,OxBrodi_
1844347587928916061,Fri Oct 11 08:26:41 +0000 2024,0,@Heraloebss Bang komeng diajak cuma buat jd badut disitu pdhl bukan keahliannya. Kocak bet,1844655850167861376,,Heraloebss,in,Indonesia,0,0,0,https://x.com/nuyichan/status/1844655850167861376,1504586649006534692,nuyichan
1844347587928916061,Fri Oct 11 08:22:42 +0000 2024,0,@Heraloebss Jangan fokus ke komeng fokus ke kata kata yang di keluarkan ketua tolol,1844654847267889226,,Heraloebss,in,Hell,0,0,0,https://x.com/zizwrld/status/1844654847267889226,1295204636501057536,zizwrld
1844585014530539628,Fri Oct 11 08:22:06 +0000 2024,7,@VIVAcoid Makasih bang Komeng. Jujur dan merakyat. Ketahuan selama ini cuma bagi-bagi kursi. Orang bego aja duduk tapi enggak ngerti apa-apa. Cuma yes sama eksekutif. Orang bego aja duduk cuma jadi hiburan karena artis! Hadee bego semua,1844654695903854745,,VIVAcoid,in,"Batam, Indonesia",0,0,0,https://x.com/BatamWish/status/1844654695903854745,272310510,BatamWish
1844317913697878350,Fri Oct 11 08:03:48 +0000 2024,47,@Rahman331968 Terus kenapa komeng dari 4 itu????,1844650093770899586,,Rahman331968,in,,1,1,0,https://x.com/ardianpancaa/status/1844650093770899586,110090649,ardianpancaa
1844649928712487246,Fri Oct 11 08:03:09 +0000 2024,0,moodnya lagi komeng banget sekarang ini kamu ya sumpah GEMESNYA OYY https://t.co/aDtdQNRU25,1844649928712487246,https://pbs.twimg.com/amplify_video_thumb/1844639626771955712/img/UgYcFWkatcNhww4S.jpg,,in,sf-fs,0,0,0,https://x.com/evakuwasi/status/1844649928712487246,1671120652588425217,evakuwasi
1844347587928916061,Fri Oct 11 08:02:23 +0000 2024,2,@Heraloebss Kerja cuy bukan sebagai hiburan lagian kenapa nyasar kepertanian bidangnya bg komeng. Makin ga jelas nih,1844649735203979408,,Heraloebss,in,,0,0,0,https://x.com/teman_ceritaaa/status/1844649735203979408,1309022406904774657,teman_ceritaaa
